date,brand,platform,total_records,total_engagement,total_comments,total_shares,total_views,positive_count,neutral_count,negative_count,risk_count,net_sentiment_score
2024-09-02,katinat,,3,3.0,3.0,0.0,0.0,0,3,0,0,0.0
2024-09-02,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-09-03,highlands,,9,7.0,7.0,0.0,0.0,5,4,0,1,0.5555555555555556
2024-09-03,katinat,,2,2.0,2.0,0.0,0.0,1,1,0,0,0.5
2024-09-03,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-09-04,highlands,,6,6.0,6.0,0.0,0.0,2,4,0,0,0.3333333333333333
2024-09-04,katinat,,9,8.0,8.0,0.0,0.0,3,6,0,1,0.3333333333333333
2024-09-04,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-09-05,highlands,,6,4.0,4.0,0.0,0.0,2,3,1,0,0.16666666666666666
2024-09-05,katinat,,8,7.0,7.0,0.0,0.0,3,5,0,0,0.375
2024-09-05,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-09-06,highlands,,4,2.0,2.0,0.0,0.0,3,0,1,2,0.5
2024-09-06,katinat,,2,2.0,2.0,0.0,0.0,1,1,0,1,0.5
2024-09-06,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-09-07,highlands,,5,5.0,5.0,0.0,0.0,1,4,0,1,0.2
2024-09-07,katinat,,1,1.0,1.0,0.0,0.0,1,0,0,0,1.0
2024-09-08,highlands,,6,5.0,5.0,0.0,0.0,2,4,0,1,0.3333333333333333
2024-09-08,katinat,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-09-08,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-09-09,highlands,,10,7.0,7.0,0.0,0.0,4,4,2,1,0.2
2024-09-09,katinat,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-09-09,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-09-10,highlands,,10,8.0,8.0,0.0,0.0,6,3,1,2,0.5
2024-09-10,katinat,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-09-11,highlands,,20,18.0,18.0,0.0,0.0,7,13,0,0,0.35
2024-09-11,katinat,,3,2.0,2.0,0.0,0.0,2,1,0,0,0.6666666666666666
2024-09-12,highlands,,7,6.0,6.0,0.0,0.0,2,5,0,1,0.2857142857142857
2024-09-12,katinat,,2,2.0,2.0,0.0,0.0,0,2,0,1,0.0
2024-09-13,highlands,,7,7.0,7.0,0.0,0.0,1,4,2,0,-0.14285714285714285
2024-09-13,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-09-14,highlands,,17,15.0,15.0,0.0,0.0,9,8,0,2,0.5294117647058824
2024-09-14,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-09-15,highlands,,15,12.0,12.0,0.0,0.0,6,9,0,1,0.4
2024-09-15,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-09-16,highlands,,13,10.0,10.0,0.0,0.0,4,9,0,1,0.3076923076923077
2024-09-16,phuc_long,,4,0.0,0.0,0.0,0.0,4,0,0,3,1.0
2024-09-17,highlands,,25,21.0,21.0,0.0,0.0,10,15,0,2,0.4
2024-09-17,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-09-18,highlands,,15,13.0,13.0,0.0,0.0,7,6,2,1,0.3333333333333333
2024-09-18,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-09-19,highlands,,2,0.0,0.0,0.0,0.0,1,1,0,1,0.5
2024-09-20,highlands,,5,4.0,4.0,0.0,0.0,2,3,0,1,0.4
2024-09-20,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-09-21,highlands,,2,0.0,0.0,0.0,0.0,1,1,0,2,0.5
2024-09-22,highlands,,2,1.0,1.0,0.0,0.0,2,0,0,1,1.0
2024-09-23,highlands,,2,1.0,1.0,0.0,0.0,1,1,0,1,0.5
2024-09-23,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-09-24,highlands,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-09-24,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,1,0.0
2024-09-25,highlands,,1,0.0,0.0,0.0,0.0,0,1,0,1,0.0
2024-09-25,phuc_long,,2,1.0,1.0,0.0,0.0,2,0,0,0,1.0
2024-09-26,highlands,,2,1.0,1.0,0.0,0.0,1,1,0,1,0.5
2024-09-26,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-09-27,highlands,,6,2.0,2.0,0.0,0.0,4,2,0,3,0.6666666666666666
2024-09-28,highlands,,4,1.0,1.0,0.0,0.0,3,1,0,0,0.75
2024-09-28,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,1,1.0
2024-09-29,highlands,,4,3.0,3.0,0.0,0.0,3,1,0,0,0.75
2024-09-29,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-09-30,highlands,,4,3.0,3.0,0.0,0.0,1,3,0,2,0.25
2024-09-30,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-10-01,highlands,,7,4.0,4.0,0.0,0.0,4,3,0,2,0.5714285714285714
2024-10-02,highlands,,2,1.0,1.0,0.0,0.0,1,0,1,2,0.0
2024-10-02,phuc_long,,3,0.0,0.0,0.0,0.0,3,0,0,2,1.0
2024-10-03,katinat,,3,2.0,2.0,0.0,0.0,2,1,0,0,0.6666666666666666
2024-10-03,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-10-04,highlands,,2,0.0,0.0,0.0,0.0,2,0,0,1,1.0
2024-10-04,katinat,,3,2.0,2.0,0.0,0.0,1,2,0,0,0.3333333333333333
2024-10-04,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-10-05,highlands,,2,1.0,1.0,0.0,0.0,1,0,1,0,0.0
2024-10-05,katinat,,5,4.0,4.0,0.0,0.0,1,4,0,0,0.2
2024-10-06,katinat,,3,3.0,3.0,0.0,0.0,2,1,0,0,0.6666666666666666
2024-10-06,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-10-07,highlands,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-10-07,katinat,,2,1.0,1.0,0.0,0.0,0,2,0,0,0.0
2024-10-07,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-10-08,highlands,,2,0.0,0.0,0.0,0.0,1,0,1,2,0.0
2024-10-08,katinat,,3,2.0,2.0,0.0,0.0,0,3,0,0,0.0
2024-10-08,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-10-09,highlands,,3,2.0,2.0,0.0,0.0,1,2,0,0,0.3333333333333333
2024-10-09,katinat,,3,2.0,2.0,0.0,0.0,1,2,0,0,0.3333333333333333
2024-10-09,phuc_long,,2,0.0,0.0,0.0,0.0,1,1,0,0,0.5
2024-10-10,highlands,,2,0.0,0.0,0.0,0.0,1,1,0,2,0.5
2024-10-10,katinat,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-10-10,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-10-11,highlands,,3,2.0,2.0,0.0,0.0,1,2,0,0,0.3333333333333333
2024-10-11,katinat,,2,2.0,2.0,0.0,0.0,0,2,0,0,0.0
2024-10-11,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-10-12,highlands,,2,0.0,0.0,0.0,0.0,1,1,0,0,0.5
2024-10-12,katinat,,2,1.0,1.0,0.0,0.0,0,2,0,0,0.0
2024-10-13,highlands,,3,1.0,1.0,0.0,0.0,1,2,0,0,0.3333333333333333
2024-10-13,katinat,,4,4.0,4.0,0.0,0.0,1,3,0,0,0.25
2024-10-13,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-10-14,highlands,,5,2.0,2.0,0.0,0.0,4,1,0,3,0.8
2024-10-14,katinat,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-10-15,highlands,,3,1.0,1.0,0.0,0.0,1,2,0,2,0.3333333333333333
2024-10-15,katinat,,4,4.0,4.0,0.0,0.0,3,1,0,0,0.75
2024-10-15,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-10-16,highlands,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-10-16,katinat,,14,13.0,13.0,0.0,0.0,5,9,0,0,0.35714285714285715
2024-10-16,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-10-17,highlands,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-10-17,katinat,,5,5.0,5.0,0.0,0.0,2,3,0,0,0.4
2024-10-17,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-10-18,highlands,,4,0.0,0.0,0.0,0.0,3,1,0,2,0.75
2024-10-18,katinat,,17,16.0,16.0,0.0,0.0,4,12,1,1,0.17647058823529413
2024-10-18,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-10-19,highlands,,3,0.0,0.0,0.0,0.0,2,1,0,3,0.6666666666666666
2024-10-19,katinat,,9,8.0,8.0,0.0,0.0,0,9,0,0,0.0
2024-10-19,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-10-20,highlands,,3,0.0,0.0,0.0,0.0,2,1,0,2,0.6666666666666666
2024-10-20,katinat,,7,7.0,7.0,0.0,0.0,3,3,1,1,0.2857142857142857
2024-10-20,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-10-21,highlands,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-10-21,katinat,,2,2.0,2.0,0.0,0.0,0,1,1,0,-0.5
2024-10-22,highlands,,3,0.0,0.0,0.0,0.0,1,2,0,1,0.3333333333333333
2024-10-22,katinat,,8,7.0,7.0,0.0,0.0,4,4,0,2,0.5
2024-10-22,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-10-23,highlands,,2,0.0,0.0,0.0,0.0,0,2,0,2,0.0
2024-10-23,katinat,,5,5.0,5.0,0.0,0.0,1,4,0,0,0.2
2024-10-23,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-10-24,highlands,,4,1.0,1.0,0.0,0.0,1,1,2,2,-0.25
2024-10-24,katinat,,8,7.0,7.0,0.0,0.0,1,7,0,0,0.125
2024-10-25,highlands,,3,1.0,1.0,0.0,0.0,1,2,0,2,0.3333333333333333
2024-10-25,katinat,,7,6.0,6.0,0.0,0.0,3,4,0,0,0.42857142857142855
2024-10-26,highlands,,5,2.0,2.0,0.0,0.0,1,4,0,3,0.2
2024-10-26,katinat,,5,5.0,5.0,0.0,0.0,1,4,0,1,0.2
2024-10-26,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-10-27,highlands,,10,8.0,8.0,0.0,0.0,4,6,0,0,0.4
2024-10-27,katinat,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-10-27,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-10-28,highlands,,11,8.0,8.0,0.0,0.0,3,8,0,2,0.2727272727272727
2024-10-28,katinat,,2,2.0,2.0,0.0,0.0,1,0,1,0,0.0
2024-10-28,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-10-29,highlands,,2,0.0,0.0,0.0,0.0,1,0,1,0,0.0
2024-10-29,katinat,,8,7.0,7.0,0.0,0.0,2,6,0,1,0.25
2024-10-30,highlands,,3,1.0,1.0,0.0,0.0,1,2,0,1,0.3333333333333333
2024-10-30,katinat,,87,86.0,86.0,0.0,0.0,29,58,0,2,0.3333333333333333
2024-10-30,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-10-31,highlands,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-10-31,katinat,,23,22.0,22.0,0.0,0.0,4,18,1,0,0.13043478260869565
2024-10-31,phuc_long,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-11-01,highlands,,1,1.0,1.0,0.0,0.0,1,0,0,0,1.0
2024-11-01,katinat,,5,4.0,4.0,0.0,0.0,2,3,0,0,0.4
2024-11-01,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-11-02,highlands,,2,0.0,0.0,0.0,0.0,1,1,0,1,0.5
2024-11-02,katinat,,3,2.0,2.0,0.0,0.0,0,3,0,0,0.0
2024-11-02,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-11-03,highlands,,2,1.0,1.0,0.0,0.0,1,1,0,1,0.5
2024-11-03,katinat,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-11-04,highlands,,4,2.0,2.0,0.0,0.0,2,2,0,2,0.5
2024-11-04,katinat,,3,3.0,3.0,0.0,0.0,0,3,0,0,0.0
2024-11-04,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,1,1.0
2024-11-05,highlands,,2,0.0,0.0,0.0,0.0,2,0,0,0,1.0
2024-11-05,katinat,,2,1.0,1.0,0.0,0.0,1,1,0,0,0.5
2024-11-05,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-11-06,highlands,,2,0.0,0.0,0.0,0.0,2,0,0,1,1.0
2024-11-06,katinat,,6,5.0,5.0,0.0,0.0,1,5,0,0,0.16666666666666666
2024-11-06,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-11-07,highlands,,3,1.0,1.0,0.0,0.0,1,2,0,0,0.3333333333333333
2024-11-07,katinat,,11,10.0,10.0,0.0,0.0,3,8,0,1,0.2727272727272727
2024-11-07,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-11-08,highlands,,8,6.0,6.0,0.0,0.0,3,5,0,0,0.375
2024-11-08,katinat,,56,55.0,55.0,0.0,0.0,5,47,4,9,0.017857142857142856
2024-11-08,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-11-09,highlands,,9,6.0,6.0,0.0,0.0,3,6,0,3,0.3333333333333333
2024-11-09,katinat,,21,21.0,21.0,0.0,0.0,3,18,0,1,0.14285714285714285
2024-11-09,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-11-10,highlands,,8,7.0,7.0,0.0,0.0,5,3,0,0,0.625
2024-11-10,katinat,,13,12.0,12.0,0.0,0.0,1,12,0,3,0.07692307692307693
2024-11-10,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-11-11,highlands,,7,4.0,4.0,0.0,0.0,2,5,0,2,0.2857142857142857
2024-11-11,katinat,,7,7.0,7.0,0.0,0.0,0,7,0,0,0.0
2024-11-11,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-11-12,highlands,,7,3.0,3.0,0.0,0.0,3,4,0,0,0.42857142857142855
2024-11-12,katinat,,4,4.0,4.0,0.0,0.0,0,4,0,0,0.0
2024-11-13,highlands,,5,2.0,2.0,0.0,0.0,3,2,0,0,0.6
2024-11-13,katinat,,5,5.0,5.0,0.0,0.0,0,5,0,1,0.0
2024-11-13,phuc_long,,2,0.0,0.0,0.0,0.0,1,1,0,2,0.5
2024-11-14,highlands,,10,7.0,7.0,0.0,0.0,3,7,0,2,0.3
2024-11-14,phuc_long,,3,0.0,0.0,0.0,0.0,3,0,0,1,1.0
2024-11-15,highlands,,11,10.0,10.0,0.0,0.0,4,6,1,1,0.2727272727272727
2024-11-15,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-11-16,highlands,,18,16.0,16.0,0.0,0.0,3,14,1,1,0.1111111111111111
2024-11-16,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-11-17,highlands,,24,23.0,23.0,0.0,0.0,7,14,3,3,0.16666666666666666
2024-11-17,phuc_long,,2,0.0,0.0,0.0,0.0,1,1,0,2,0.5
2024-11-18,highlands,,37,34.0,34.0,0.0,0.0,9,27,1,3,0.21621621621621623
2024-11-19,highlands,,13,9.0,9.0,0.0,0.0,1,12,0,2,0.07692307692307693
2024-11-19,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-11-20,highlands,,110,107.0,107.0,0.0,0.0,26,79,5,5,0.19090909090909092
2024-11-20,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-11-21,highlands,,42,40.0,40.0,0.0,0.0,21,21,0,5,0.5
2024-11-21,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-11-22,highlands,,42,39.0,39.0,0.0,0.0,15,25,2,4,0.30952380952380953
2024-11-22,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-11-23,highlands,,6,4.0,4.0,0.0,0.0,4,2,0,3,0.6666666666666666
2024-11-23,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,1,0.0
2024-11-24,highlands,,11,10.0,10.0,0.0,0.0,3,8,0,0,0.2727272727272727
2024-11-24,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-11-25,highlands,,12,10.0,10.0,0.0,0.0,4,8,0,5,0.3333333333333333
2024-11-25,katinat,,4,3.0,3.0,0.0,0.0,1,3,0,0,0.25
2024-11-25,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-11-26,highlands,,9,9.0,9.0,0.0,0.0,3,6,0,0,0.3333333333333333
2024-11-26,katinat,,3,2.0,2.0,0.0,0.0,0,3,0,0,0.0
2024-11-26,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-11-27,highlands,,12,9.0,9.0,0.0,0.0,5,7,0,1,0.4166666666666667
2024-11-27,phuc_long,,3,0.0,0.0,0.0,0.0,2,1,0,3,0.6666666666666666
2024-11-28,highlands,,51,48.0,48.0,0.0,0.0,14,33,4,4,0.19607843137254902
2024-11-28,katinat,,6,5.0,5.0,0.0,0.0,3,3,0,0,0.5
2024-11-28,phuc_long,,2,0.0,0.0,0.0,0.0,1,1,0,0,0.5
2024-11-29,highlands,,15,14.0,14.0,0.0,0.0,5,10,0,3,0.3333333333333333
2024-11-29,katinat,,3,3.0,3.0,0.0,0.0,0,3,0,1,0.0
2024-11-29,phuc_long,,2,0.0,0.0,0.0,0.0,1,1,0,1,0.5
2024-11-30,highlands,,31,29.0,29.0,0.0,0.0,4,25,2,1,0.06451612903225806
2024-11-30,katinat,,5,4.0,4.0,0.0,0.0,1,4,0,0,0.2
2024-11-30,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-12-01,highlands,,18,17.0,17.0,0.0,0.0,3,12,3,1,0.0
2024-12-01,katinat,,9,8.0,8.0,0.0,0.0,5,4,0,1,0.5555555555555556
2024-12-01,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-12-02,highlands,,18,17.0,17.0,0.0,0.0,7,11,0,2,0.3888888888888889
2024-12-02,katinat,,35,34.0,34.0,0.0,0.0,4,31,0,1,0.11428571428571428
2024-12-02,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-12-03,highlands,,14,12.0,12.0,0.0,0.0,5,9,0,2,0.35714285714285715
2024-12-03,katinat,,2,2.0,2.0,0.0,0.0,1,1,0,0,0.5
2024-12-03,phuc_long,,1,0.0,0.0,0.0,0.0,0,0,1,1,-1.0
2024-12-04,highlands,,12,12.0,12.0,0.0,0.0,2,9,1,1,0.08333333333333333
2024-12-04,katinat,,9,8.0,8.0,0.0,0.0,1,8,0,1,0.1111111111111111
2024-12-04,phuc_long,,3,1.0,1.0,0.0,0.0,1,2,0,2,0.3333333333333333
2024-12-05,highlands,,18,16.0,16.0,0.0,0.0,3,14,1,1,0.1111111111111111
2024-12-05,katinat,,2,2.0,2.0,0.0,0.0,1,1,0,0,0.5
2024-12-05,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-12-06,highlands,,15,15.0,15.0,0.0,0.0,5,9,1,1,0.26666666666666666
2024-12-06,katinat,,6,6.0,6.0,0.0,0.0,2,4,0,0,0.3333333333333333
2024-12-06,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-12-07,highlands,,10,7.0,7.0,0.0,0.0,3,7,0,1,0.3
2024-12-07,katinat,,10,9.0,9.0,0.0,0.0,1,9,0,2,0.1
2024-12-07,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-12-08,highlands,,7,7.0,7.0,0.0,0.0,1,5,1,0,0.0
2024-12-08,katinat,,2,1.0,1.0,0.0,0.0,0,2,0,0,0.0
2024-12-08,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-12-09,highlands,,8,4.0,4.0,0.0,0.0,3,5,0,3,0.375
2024-12-09,katinat,,6,5.0,5.0,0.0,0.0,1,5,0,0,0.16666666666666666
2024-12-09,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,1,0.0
2024-12-10,highlands,,6,5.0,5.0,0.0,0.0,2,4,0,0,0.3333333333333333
2024-12-10,katinat,,3,3.0,3.0,0.0,0.0,1,2,0,0,0.3333333333333333
2024-12-10,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-12-11,highlands,,8,5.0,5.0,0.0,0.0,4,4,0,2,0.5
2024-12-11,katinat,,5,4.0,4.0,0.0,0.0,2,3,0,0,0.4
2024-12-11,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-12-12,highlands,,6,3.0,3.0,0.0,0.0,3,3,0,2,0.5
2024-12-12,katinat,,5,5.0,5.0,0.0,0.0,1,4,0,0,0.2
2024-12-12,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-12-13,highlands,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-12-13,katinat,,3,3.0,3.0,0.0,0.0,0,3,0,0,0.0
2024-12-13,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-12-14,highlands,,5,2.0,2.0,0.0,0.0,1,4,0,1,0.2
2024-12-14,katinat,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-12-14,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-12-15,highlands,,3,2.0,2.0,0.0,0.0,2,1,0,2,0.6666666666666666
2024-12-15,katinat,,2,1.0,1.0,0.0,0.0,2,0,0,1,1.0
2024-12-16,highlands,,2,1.0,1.0,0.0,0.0,1,1,0,1,0.5
2024-12-16,katinat,,3,2.0,2.0,0.0,0.0,1,2,0,0,0.3333333333333333
2024-12-16,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-12-17,highlands,,34,32.0,32.0,0.0,0.0,7,27,0,2,0.20588235294117646
2024-12-17,katinat,,4,1.0,1.0,0.0,0.0,1,3,0,0,0.25
2024-12-17,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,1,0.0
2024-12-18,highlands,,34,33.0,33.0,0.0,0.0,5,28,1,1,0.11764705882352941
2024-12-18,katinat,,13,9.0,9.0,0.0,0.0,3,10,0,4,0.23076923076923078
2024-12-18,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-12-19,highlands,,9,6.0,6.0,0.0,0.0,4,5,0,2,0.4444444444444444
2024-12-19,katinat,,34,31.0,31.0,0.0,0.0,8,26,0,1,0.23529411764705882
2024-12-19,phuc_long,,2,0.0,0.0,0.0,0.0,1,1,0,2,0.5
2024-12-20,highlands,,8,5.0,5.0,0.0,0.0,3,5,0,1,0.375
2024-12-20,katinat,,4,3.0,3.0,0.0,0.0,2,2,0,1,0.5
2024-12-20,phuc_long,,3,0.0,0.0,0.0,0.0,3,0,0,1,1.0
2024-12-21,highlands,,15,12.0,12.0,0.0,0.0,3,12,0,0,0.2
2024-12-21,katinat,,5,3.0,3.0,0.0,0.0,3,2,0,2,0.6
2024-12-21,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-12-22,highlands,,17,16.0,16.0,0.0,0.0,6,11,0,1,0.35294117647058826
2024-12-22,katinat,,2,1.0,1.0,0.0,0.0,1,1,0,0,0.5
2024-12-22,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-12-23,highlands,,14,12.0,12.0,0.0,0.0,2,12,0,2,0.14285714285714285
2024-12-23,katinat,,5,2.0,2.0,0.0,0.0,2,3,0,2,0.4
2024-12-23,phuc_long,,2,0.0,0.0,0.0,0.0,1,1,0,1,0.5
2024-12-24,highlands,,4,4.0,4.0,0.0,0.0,1,3,0,0,0.25
2024-12-24,katinat,,7,5.0,5.0,0.0,0.0,3,4,0,2,0.42857142857142855
2024-12-24,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-12-25,highlands,,9,8.0,8.0,0.0,0.0,0,7,2,2,-0.2222222222222222
2024-12-25,katinat,,8,4.0,4.0,0.0,0.0,1,7,0,1,0.125
2024-12-25,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-12-26,highlands,,5,2.0,2.0,0.0,0.0,3,2,0,2,0.6
2024-12-26,katinat,,9,5.0,5.0,0.0,0.0,4,5,0,2,0.4444444444444444
2024-12-26,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-12-27,highlands,,7,6.0,6.0,0.0,0.0,2,4,1,0,0.14285714285714285
2024-12-27,katinat,,10,8.0,8.0,0.0,0.0,3,7,0,0,0.3
2024-12-27,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-12-28,highlands,,6,3.0,3.0,0.0,0.0,3,2,1,2,0.3333333333333333
2024-12-28,katinat,,4,3.0,3.0,0.0,0.0,1,3,0,1,0.25
2024-12-28,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-12-29,highlands,,2,2.0,2.0,0.0,0.0,1,1,0,0,0.5
2024-12-29,katinat,,6,5.0,5.0,0.0,0.0,1,5,0,0,0.16666666666666666
2024-12-30,highlands,,4,3.0,3.0,0.0,0.0,1,3,0,1,0.25
2024-12-30,katinat,,5,3.0,3.0,0.0,0.0,1,4,0,1,0.2
2024-12-30,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-12-31,highlands,,31,29.0,29.0,0.0,0.0,5,26,0,1,0.16129032258064516
2024-12-31,katinat,,8,4.0,4.0,0.0,0.0,1,5,2,1,-0.125
2024-12-31,phuc_long,,3,0.0,0.0,0.0,0.0,2,1,0,3,0.6666666666666666
2025-01-01,highlands,,2,1.0,1.0,0.0,0.0,1,1,0,1,0.5
2025-01-01,katinat,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2025-01-02,highlands,,2,2.0,2.0,0.0,0.0,1,1,0,1,0.5
2025-01-02,katinat,,4,3.0,3.0,0.0,0.0,0,3,1,1,-0.25
2025-01-02,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2025-01-03,highlands,,3,2.0,2.0,0.0,0.0,3,0,0,0,1.0
2025-01-03,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2025-01-04,highlands,,3,1.0,1.0,0.0,0.0,0,3,0,1,0.0
2025-01-04,katinat,,2,0.0,0.0,0.0,0.0,0,2,0,1,0.0
