date,brand,platform,total_records,total_engagement,total_comments,total_shares,total_views,positive_count,neutral_count,negative_count,risk_count,net_sentiment_score
2024-01-31,phuc_long,,2,0.0,0.0,0.0,0.0,1,1,0,2,0.5
2024-02-01,highlands,,3,3.0,3.0,0.0,0.0,1,2,0,1,0.3333333333333333
2024-02-01,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-02-02,highlands,,1,1.0,1.0,0.0,0.0,0,1,0,1,0.0
2024-02-02,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-02-03,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,1,0.0
2024-02-04,highlands,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-02-04,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-02-05,phuc_long,,1,0.0,0.0,0.0,0.0,0,0,1,1,-1.0
2024-02-07,phuc_long,,3,1.0,1.0,0.0,0.0,3,0,0,2,1.0
2024-02-08,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-02-09,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-02-11,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,1,1.0
2024-02-13,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-02-15,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-02-16,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-02-17,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-02-19,highlands,,1,1.0,1.0,0.0,0.0,1,0,0,0,1.0
2024-02-19,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-02-20,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-02-22,highlands,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-02-22,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-02-25,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-02-27,highlands,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-02-27,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-02-28,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-02-29,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,1,1.0
2024-03-01,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-03-02,highlands,,1,1.0,1.0,0.0,0.0,1,0,0,0,1.0
2024-03-02,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-03-03,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-03-04,highlands,,1,1.0,1.0,0.0,0.0,1,0,0,0,1.0
2024-03-04,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-03-07,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-03-08,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-03-09,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-03-10,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-03-13,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-03-14,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,1,0.0
2024-03-15,highlands,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-03-16,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-03-17,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-03-19,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-03-20,phuc_long,,4,2.0,2.0,0.0,0.0,2,2,0,1,0.5
2024-03-22,highlands,,1,1.0,1.0,0.0,0.0,1,0,0,0,1.0
2024-03-22,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-03-23,highlands,,3,2.0,2.0,0.0,0.0,1,2,0,1,0.3333333333333333
2024-03-23,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-03-24,highlands,,5,4.0,4.0,0.0,0.0,2,3,0,0,0.4
2024-03-24,phuc_long,,3,1.0,1.0,0.0,0.0,2,1,0,2,0.6666666666666666
2024-03-25,highlands,,4,4.0,4.0,0.0,0.0,1,3,0,0,0.25
2024-03-26,highlands,,2,1.0,1.0,0.0,0.0,0,2,0,0,0.0
2024-03-26,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-03-28,highlands,,2,2.0,2.0,0.0,0.0,0,2,0,0,0.0
2024-03-28,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,1,1.0
2024-03-29,highlands,,2,1.0,1.0,0.0,0.0,0,2,0,0,0.0
2024-03-30,highlands,,1,1.0,1.0,0.0,0.0,1,0,0,0,1.0
2024-03-30,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-03-31,highlands,,2,2.0,2.0,0.0,0.0,0,2,0,0,0.0
2024-03-31,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-04-01,highlands,,5,3.0,3.0,0.0,0.0,1,4,0,0,0.2
2024-04-02,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-04-03,highlands,,48,47.0,47.0,0.0,0.0,8,37,3,2,0.10416666666666667
2024-04-03,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-04-04,highlands,,39,38.0,38.0,0.0,0.0,7,30,2,3,0.1282051282051282
2024-04-04,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-04-05,highlands,,29,28.0,28.0,0.0,0.0,10,19,0,3,0.3448275862068966
2024-04-05,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-04-06,highlands,,34,34.0,34.0,0.0,0.0,13,19,2,5,0.3235294117647059
2024-04-07,highlands,,24,24.0,24.0,0.0,0.0,6,17,1,2,0.20833333333333334
2024-04-07,phuc_long,,2,1.0,1.0,0.0,0.0,2,0,0,0,1.0
2024-04-08,highlands,,5,4.0,4.0,0.0,0.0,0,5,0,1,0.0
2024-04-09,highlands,,41,40.0,40.0,0.0,0.0,14,25,2,6,0.2926829268292683
2024-04-09,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-04-10,highlands,,35,34.0,34.0,0.0,0.0,12,22,1,3,0.3142857142857143
2024-04-10,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-04-11,highlands,,21,21.0,21.0,0.0,0.0,9,12,0,0,0.42857142857142855
2024-04-12,highlands,,52,51.0,51.0,0.0,0.0,13,38,1,3,0.23076923076923078
2024-04-12,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-04-13,highlands,,59,59.0,59.0,0.0,0.0,14,42,3,2,0.1864406779661017
2024-04-13,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-04-14,highlands,,34,34.0,34.0,0.0,0.0,12,18,4,3,0.23529411764705882
2024-04-14,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-04-15,highlands,,20,20.0,20.0,0.0,0.0,8,12,0,1,0.4
2024-04-15,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,1,1.0
2024-04-16,highlands,,17,16.0,16.0,0.0,0.0,6,9,2,4,0.23529411764705882
2024-04-17,highlands,,20,19.0,19.0,0.0,0.0,6,12,2,3,0.2
2024-04-17,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-04-18,highlands,,10,10.0,10.0,0.0,0.0,2,7,1,0,0.1
2024-04-18,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-04-19,highlands,,13,12.0,12.0,0.0,0.0,3,9,1,0,0.15384615384615385
2024-04-19,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-04-20,highlands,,12,12.0,12.0,0.0,0.0,1,11,0,0,0.08333333333333333
2024-04-20,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-04-21,highlands,,5,5.0,5.0,0.0,0.0,0,4,1,0,-0.2
2024-04-21,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-04-22,highlands,,2,1.0,1.0,0.0,0.0,0,2,0,0,0.0
2024-04-23,highlands,,16,16.0,16.0,0.0,0.0,5,10,1,1,0.25
2024-04-23,phuc_long,,2,0.0,0.0,0.0,0.0,1,1,0,2,0.5
2024-04-24,highlands,,18,17.0,17.0,0.0,0.0,7,11,0,0,0.3888888888888889
2024-04-25,highlands,,16,15.0,15.0,0.0,0.0,4,11,1,0,0.1875
2024-04-26,highlands,,6,6.0,6.0,0.0,0.0,3,2,1,1,0.3333333333333333
2024-04-26,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-04-27,highlands,,20,20.0,20.0,0.0,0.0,6,12,2,0,0.2
2024-04-28,highlands,,6,6.0,6.0,0.0,0.0,1,5,0,0,0.16666666666666666
2024-04-28,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-04-29,highlands,,6,6.0,6.0,0.0,0.0,3,3,0,0,0.5
2024-04-30,highlands,,11,10.0,10.0,0.0,0.0,2,9,0,0,0.18181818181818182
2024-04-30,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-05-01,highlands,,7,6.0,6.0,0.0,0.0,3,4,0,0,0.42857142857142855
2024-05-01,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-05-02,highlands,,4,4.0,4.0,0.0,0.0,1,3,0,1,0.25
2024-05-02,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-05-03,highlands,,6,5.0,5.0,0.0,0.0,4,2,0,0,0.6666666666666666
2024-05-04,highlands,,2,2.0,2.0,0.0,0.0,1,1,0,0,0.5
2024-05-05,highlands,,3,3.0,3.0,0.0,0.0,1,2,0,0,0.3333333333333333
2024-05-05,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-05-06,highlands,,8,8.0,8.0,0.0,0.0,0,8,0,0,0.0
2024-05-06,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-05-07,highlands,,8,8.0,8.0,0.0,0.0,1,7,0,0,0.125
2024-05-07,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,1,1.0
2024-05-08,highlands,,6,6.0,6.0,0.0,0.0,0,6,0,1,0.0
2024-05-09,highlands,,9,9.0,9.0,0.0,0.0,2,7,0,2,0.2222222222222222
2024-05-09,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-05-10,highlands,,3,2.0,2.0,0.0,0.0,1,2,0,0,0.3333333333333333
2024-05-10,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-05-11,highlands,,8,8.0,8.0,0.0,0.0,1,5,2,0,-0.125
2024-05-11,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-05-12,highlands,,6,5.0,5.0,0.0,0.0,3,3,0,0,0.5
2024-05-13,highlands,,8,8.0,8.0,0.0,0.0,1,6,1,1,0.0
2024-05-13,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-05-14,highlands,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-05-15,highlands,,5,4.0,4.0,0.0,0.0,1,4,0,2,0.2
2024-05-15,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-05-16,highlands,,3,3.0,3.0,0.0,0.0,2,1,0,1,0.6666666666666666
2024-05-16,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-05-17,highlands,,5,4.0,4.0,0.0,0.0,1,3,1,1,0.0
2024-05-17,phuc_long,,2,1.0,1.0,0.0,0.0,1,1,0,2,0.5
2024-05-18,highlands,,2,1.0,1.0,0.0,0.0,0,2,0,0,0.0
2024-05-18,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-05-19,highlands,,2,1.0,1.0,0.0,0.0,0,2,0,0,0.0
2024-05-20,highlands,,3,3.0,3.0,0.0,0.0,1,2,0,0,0.3333333333333333
2024-05-20,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,1,1.0
2024-05-21,highlands,,6,5.0,5.0,0.0,0.0,2,4,0,1,0.3333333333333333
2024-05-21,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-05-22,highlands,,6,5.0,5.0,0.0,0.0,1,5,0,0,0.16666666666666666
2024-05-22,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-05-23,highlands,,3,2.0,2.0,0.0,0.0,1,2,0,1,0.3333333333333333
2024-05-24,highlands,,3,3.0,3.0,0.0,0.0,1,2,0,0,0.3333333333333333
2024-05-24,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-05-25,highlands,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-05-25,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-05-26,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-05-27,highlands,,4,3.0,3.0,0.0,0.0,0,4,0,0,0.0
2024-05-27,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,1,1.0
2024-05-28,highlands,,11,10.0,10.0,0.0,0.0,3,8,0,2,0.2727272727272727
2024-05-29,highlands,,4,4.0,4.0,0.0,0.0,1,3,0,0,0.25
2024-05-30,highlands,,5,4.0,4.0,0.0,0.0,0,5,0,0,0.0
2024-05-30,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-05-31,highlands,,1,1.0,1.0,0.0,0.0,0,1,0,1,0.0
2024-05-31,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,1,1.0
2024-06-01,highlands,,2,2.0,2.0,0.0,0.0,1,1,0,0,0.5
2024-06-01,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-06-02,highlands,,11,11.0,11.0,0.0,0.0,0,10,1,1,-0.09090909090909091
2024-06-03,highlands,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-06-03,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-06-04,highlands,,1,1.0,1.0,0.0,0.0,1,0,0,0,1.0
2024-06-05,highlands,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-06-06,highlands,,2,1.0,1.0,0.0,0.0,0,2,0,0,0.0
2024-06-07,highlands,,1,1.0,1.0,0.0,0.0,1,0,0,0,1.0
2024-06-07,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-06-08,phuc_long,,1,0.0,0.0,0.0,0.0,0,0,1,1,-1.0
2024-06-09,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-06-10,highlands,,6,4.0,4.0,0.0,0.0,0,6,0,0,0.0
2024-06-11,highlands,,4,3.0,3.0,0.0,0.0,1,3,0,1,0.25
2024-06-11,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-06-12,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-06-13,highlands,,2,1.0,1.0,0.0,0.0,0,2,0,0,0.0
2024-06-13,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-06-15,highlands,,3,2.0,2.0,0.0,0.0,0,3,0,0,0.0
2024-06-15,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-06-16,highlands,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-06-16,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-06-17,highlands,,19,18.0,18.0,0.0,0.0,6,11,2,3,0.21052631578947367
2024-06-17,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-06-18,highlands,,10,9.0,9.0,0.0,0.0,3,7,0,0,0.3
2024-06-18,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-06-19,highlands,,29,29.0,29.0,0.0,0.0,9,17,3,3,0.20689655172413793
2024-06-19,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-06-20,highlands,,37,37.0,37.0,0.0,0.0,15,21,1,2,0.3783783783783784
2024-06-21,highlands,,28,28.0,28.0,0.0,0.0,9,19,0,2,0.32142857142857145
2024-06-21,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-06-22,highlands,,6,6.0,6.0,0.0,0.0,2,4,0,1,0.3333333333333333
2024-06-23,highlands,,4,4.0,4.0,0.0,0.0,1,3,0,0,0.25
2024-06-24,highlands,,3,3.0,3.0,0.0,0.0,0,3,0,0,0.0
2024-06-24,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-06-25,highlands,,3,3.0,3.0,0.0,0.0,0,3,0,0,0.0
2024-06-25,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-06-26,highlands,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-06-26,phuc_long,,5,3.0,3.0,0.0,0.0,2,3,0,1,0.4
2024-06-27,highlands,,1,1.0,1.0,0.0,0.0,1,0,0,0,1.0
2024-06-27,phuc_long,,2,1.0,1.0,0.0,0.0,2,0,0,1,1.0
2024-06-28,phuc_long,,3,1.0,1.0,0.0,0.0,2,0,1,1,0.3333333333333333
2024-06-29,highlands,,1,1.0,1.0,0.0,0.0,1,0,0,0,1.0
2024-06-29,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-06-30,highlands,,4,3.0,3.0,0.0,0.0,0,4,0,1,0.0
2024-06-30,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-07-01,highlands,,1,1.0,1.0,0.0,0.0,0,1,0,1,0.0
2024-07-01,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-07-02,highlands,,1,1.0,1.0,0.0,0.0,0,1,0,1,0.0
2024-07-03,highlands,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-07-04,highlands,,2,2.0,2.0,0.0,0.0,1,1,0,0,0.5
2024-07-04,phuc_long,,2,0.0,0.0,0.0,0.0,1,1,0,1,0.5
2024-07-05,highlands,,3,3.0,3.0,0.0,0.0,2,1,0,0,0.6666666666666666
2024-07-05,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-07-06,highlands,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-07-06,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-07-07,highlands,,1,1.0,1.0,0.0,0.0,0,1,0,1,0.0
2024-07-08,phuc_long,,1,0.0,0.0,0.0,0.0,0,1,0,1,0.0
2024-07-09,highlands,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-07-09,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-07-10,highlands,,1,1.0,1.0,0.0,0.0,1,0,0,0,1.0
2024-07-10,phuc_long,,3,0.0,0.0,0.0,0.0,3,0,0,1,1.0
2024-07-14,highlands,,3,3.0,3.0,0.0,0.0,0,0,3,2,-1.0
2024-07-14,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-07-16,highlands,,6,4.0,4.0,0.0,0.0,1,3,2,3,-0.16666666666666666
2024-07-16,phuc_long,,2,0.0,0.0,0.0,0.0,1,1,0,1,0.5
2024-07-17,highlands,,4,2.0,2.0,0.0,0.0,2,2,0,1,0.5
2024-07-17,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-07-18,highlands,,3,1.0,1.0,0.0,0.0,1,2,0,0,0.3333333333333333
2024-07-18,phuc_long,,3,2.0,2.0,0.0,0.0,1,2,0,1,0.3333333333333333
2024-07-19,highlands,,2,0.0,0.0,0.0,0.0,1,1,0,1,0.5
2024-07-19,phuc_long,,4,4.0,4.0,0.0,0.0,1,3,0,1,0.25
2024-07-20,highlands,,2,2.0,2.0,0.0,0.0,0,2,0,0,0.0
2024-07-20,phuc_long,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-07-21,highlands,,1,1.0,1.0,0.0,0.0,0,0,1,1,-1.0
2024-07-21,phuc_long,,1,1.0,1.0,0.0,0.0,0,0,1,0,-1.0
2024-07-22,phuc_long,,1,1.0,1.0,0.0,0.0,0,1,0,0,0.0
2024-07-23,highlands,,3,2.0,2.0,0.0,0.0,2,1,0,2,0.6666666666666666
2024-07-24,highlands,,2,1.0,1.0,0.0,0.0,2,0,0,0,1.0
2024-07-24,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-07-27,highlands,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-07-27,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,1,1.0
2024-07-28,highlands,,2,1.0,1.0,0.0,0.0,1,1,0,1,0.5
2024-07-28,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-07-29,highlands,,3,0.0,0.0,0.0,0.0,3,0,0,2,1.0
2024-07-29,phuc_long,,22,18.0,18.0,0.0,0.0,6,14,2,3,0.18181818181818182
2024-07-30,highlands,,3,3.0,3.0,0.0,0.0,0,3,0,0,0.0
2024-07-30,phuc_long,,22,20.0,20.0,0.0,0.0,11,10,1,3,0.45454545454545453
2024-07-31,highlands,,3,1.0,1.0,0.0,0.0,2,1,0,1,0.6666666666666666
2024-07-31,phuc_long,,12,10.0,10.0,0.0,0.0,5,6,1,3,0.3333333333333333
2024-08-01,highlands,,15,14.0,14.0,0.0,0.0,5,10,0,2,0.3333333333333333
2024-08-02,highlands,,11,8.0,8.0,0.0,0.0,6,5,0,1,0.5454545454545454
2024-08-02,phuc_long,,1,0.0,0.0,0.0,0.0,0,0,1,0,-1.0
2024-08-03,highlands,,11,9.0,9.0,0.0,0.0,2,7,2,3,0.0
2024-08-03,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,0,1.0
2024-08-04,highlands,,8,6.0,6.0,0.0,0.0,3,4,1,1,0.25
2024-08-04,phuc_long,,2,1.0,1.0,0.0,0.0,2,0,0,1,1.0
2024-08-05,highlands,,2,1.0,1.0,0.0,0.0,1,1,0,1,0.5
2024-08-05,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-08-06,highlands,,1,1.0,1.0,0.0,0.0,0,0,1,1,-1.0
2024-08-06,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-08-07,highlands,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-08-08,highlands,,4,1.0,1.0,0.0,0.0,3,1,0,3,0.75
2024-08-09,highlands,,2,0.0,0.0,0.0,0.0,1,1,0,0,0.5
2024-08-09,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-08-10,highlands,,2,0.0,0.0,0.0,0.0,1,1,0,1,0.5
2024-08-11,highlands,,2,0.0,0.0,0.0,0.0,1,1,0,0,0.5
2024-08-12,highlands,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-08-12,phuc_long,,1,0.0,0.0,0.0,0.0,0,0,1,1,-1.0
2024-08-13,highlands,,5,2.0,2.0,0.0,0.0,3,2,0,3,0.6
2024-08-13,phuc_long,,2,0.0,0.0,0.0,0.0,1,1,0,1,0.5
2024-08-14,highlands,,4,2.0,2.0,0.0,0.0,2,2,0,2,0.5
2024-08-15,highlands,,2,0.0,0.0,0.0,0.0,2,0,0,1,1.0
2024-08-15,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,1,1.0
2024-08-16,highlands,,9,6.0,6.0,0.0,0.0,3,6,0,1,0.3333333333333333
2024-08-16,katinat,,3,2.0,2.0,0.0,0.0,1,2,0,1,0.3333333333333333
2024-08-16,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-08-17,highlands,,2,1.0,1.0,0.0,0.0,0,2,0,0,0.0
2024-08-17,katinat,,1,1.0,1.0,0.0,0.0,1,0,0,0,1.0
2024-08-18,highlands,,11,10.0,10.0,0.0,0.0,6,5,0,0,0.5454545454545454
2024-08-18,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-08-19,highlands,,6,4.0,4.0,0.0,0.0,1,5,0,1,0.16666666666666666
2024-08-19,katinat,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-08-19,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-08-20,highlands,,8,5.0,5.0,0.0,0.0,3,5,0,1,0.375
2024-08-20,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-08-21,highlands,,4,3.0,3.0,0.0,0.0,2,2,0,0,0.5
2024-08-21,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,1,1.0
2024-08-22,highlands,,9,7.0,7.0,0.0,0.0,5,4,0,3,0.5555555555555556
2024-08-22,katinat,,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0
2024-08-22,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-08-23,highlands,,11,8.0,8.0,0.0,0.0,3,8,0,2,0.2727272727272727
2024-08-23,katinat,,5,4.0,4.0,0.0,0.0,1,4,0,0,0.2
2024-08-23,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-08-24,highlands,,13,11.0,11.0,0.0,0.0,5,8,0,2,0.38461538461538464
2024-08-24,katinat,,5,4.0,4.0,0.0,0.0,1,4,0,0,0.2
2024-08-25,highlands,,11,10.0,10.0,0.0,0.0,2,9,0,2,0.18181818181818182
2024-08-26,highlands,,3,0.0,0.0,0.0,0.0,3,0,0,3,1.0
2024-08-26,katinat,,1,1.0,1.0,0.0,0.0,1,0,0,1,1.0
2024-08-27,highlands,,10,10.0,10.0,0.0,0.0,3,7,0,0,0.3
2024-08-27,katinat,,3,3.0,3.0,0.0,0.0,1,2,0,0,0.3333333333333333
2024-08-27,phuc_long,,4,3.0,3.0,0.0,0.0,2,2,0,1,0.5
2024-08-28,highlands,,2,1.0,1.0,0.0,0.0,1,1,0,0,0.5
2024-08-28,katinat,,2,1.0,1.0,0.0,0.0,0,2,0,0,0.0
2024-08-28,phuc_long,,1,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2024-08-29,highlands,,3,3.0,3.0,0.0,0.0,2,1,0,0,0.6666666666666666
2024-08-29,katinat,,8,7.0,7.0,0.0,0.0,2,5,1,2,0.125
2024-08-29,phuc_long,,2,0.0,0.0,0.0,0.0,1,1,0,1,0.5
2024-08-30,katinat,,7,6.0,6.0,0.0,0.0,0,7,0,0,0.0
2024-08-30,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-08-31,highlands,,7,4.0,4.0,0.0,0.0,4,3,0,1,0.5714285714285714
2024-08-31,katinat,,4,4.0,4.0,0.0,0.0,1,3,0,0,0.25
2024-08-31,phuc_long,,2,0.0,0.0,0.0,0.0,2,0,0,2,1.0
2024-09-01,highlands,,3,1.0,1.0,0.0,0.0,2,1,0,1,0.6666666666666666
2024-09-01,katinat,,5,4.0,4.0,0.0,0.0,0,5,0,0,0.0
2024-09-02,highlands,,4,1.0,1.0,0.0,0.0,3,1,0,2,0.75
